date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-02-20,2025-02-21,26.2900,hold,0,1.00,0,91938.33,99825.33,80899,26.2900
2025-02-21,2025-02-24,26.7600,buy,800,1.00,1,70058.99,100133.76,100381,27.3407
2025-02-24,2025-02-25,27.2000,buy,600,1.00,1,53885.90,99695.46,90409,26.9468
2025-02-25,2025-02-26,27.8500,sell,900,1.00,1,79080.77,101494.37,90898,28.0170
2025-02-26,2025-02-27,27.6100,hold,0,1.00,0,79080.77,101168.77,90581,27.6100
2025-02-27,2025-02-28,26.8800,hold,0,1.00,0,79080.77,100584.77,73633,26.8800
2025-02-28,2025-03-03,25.8700,sell,500,1.00,1,91994.75,99749.42,122306,25.8489
2025-03-03,2025-03-04,26.9800,hold,0,1.00,0,91994.75,100088.75,57098,26.9800
2025-03-04,2025-03-05,27.8000,hold,0,1.00,0,91994.75,100334.75,63279,27.8000
2025-03-05,2025-03-06,27.3000,sell,100,1.00,1,94730.54,100206.54,108833,27.3800
2025-03-06,2025-03-07,27.5200,sell,100,1.00,1,97440.94,100153.54,87675,27.1260
2025-03-07,2025-03-10,26.7900,hold,0,1.00,0,97440.94,100119.94,71494,26.7900
2025-03-10,2025-03-11,27.6500,hold,0,1.00,0,97440.94,100205.94,118528,27.6500
2025-03-11,2025-03-12,27.1300,hold,0,1.00,0,97440.94,100153.94,102879,27.1300
2025-03-12,2025-03-13,26.6500,sell,100,1.00,1,100103.82,100103.82,107849,26.1558
2025-03-13,2025-03-14,25.9400,hold,0,1.00,0,100103.82,100103.82,52900,25.9400
2025-03-14,2025-03-17,26.3600,hold,0,1.00,0,100103.82,100103.82,57074,26.3600
2025-03-17,2025-03-18,26.1700,hold,0,1.00,0,100103.82,100103.82,47514,26.1700
2025-03-18,2025-03-19,26.1900,hold,0,1.00,0,100103.82,100103.82,67619,26.1900
2025-03-19,2025-03-20,25.9000,hold,0,1.00,0,100103.82,100103.82,100280,25.9000
2025-03-20,2025-03-21,25.8000,hold,0,1.00,0,100103.82,100103.82,100656,25.8000
2025-03-21,2025-03-24,25.2700,hold,0,1.00,0,100103.82,100103.82,113403,25.2700
2025-03-24,2025-03-25,24.9100,hold,0,1.00,0,100103.82,100103.82,86718,24.9100
2025-03-25,2025-03-26,24.9600,hold,0,1.00,0,100103.82,100103.82,91790,24.9600
2025-03-26,2025-03-27,24.9400,hold,0,1.00,0,100103.82,100103.82,110311,24.9400
2025-03-27,2025-03-28,25.7000,hold,0,1.00,0,100103.82,100103.82,101048,25.7000
2025-03-28,2025-03-31,25.0600,hold,0,1.00,0,100103.82,100103.82,71587,25.0600
2025-03-31,2025-04-01,24.8600,hold,0,1.00,0,100103.82,100103.82,88468,24.8600
2025-04-01,2025-04-02,25.3200,hold,0,1.00,0,100103.82,100103.82,99360,25.3200
2025-04-02,2025-04-03,25.0700,hold,0,1.00,0,100103.82,100103.82,95787,25.0700
2025-04-03,2025-04-07,24.7500,hold,0,1.00,0,100103.82,100103.82,101569,24.7500
2025-04-07,2025-04-08,22.2800,hold,0,1.00,0,100103.82,100103.82,40557,22.2800
2025-04-08,2025-04-09,22.5000,hold,0,1.00,0,100103.82,100103.82,45549,22.5000
2025-04-09,2025-04-10,24.7500,hold,0,1.00,0,100103.82,100103.82,93124,24.7500
2025-04-10,2025-04-11,25.4800,buy,100,1.00,1,97544.70,100103.03,81037,25.5833
2025-04-11,2025-04-14,25.4400,hold,0,1.00,0,97544.70,100088.70,109350,25.4400
2025-04-14,2025-04-15,25.5500,hold,0,1.00,0,97544.70,100099.70,102061,25.5500
2025-04-15,2025-04-16,25.0800,hold,0,1.00,0,97544.70,100052.70,115392,25.0800
2025-04-16,2025-04-17,25.0700,close,100,1.00,1,100049.68,100049.68,119960,24.8500
2025-04-17,2025-04-18,25.3800,hold,0,1.00,0,100049.68,100049.68,105788,25.3800
2025-04-18,2025-04-21,25.4100,hold,0,1.00,0,100049.68,100049.68,112609,25.4100
2025-04-21,2025-04-22,25.6600,buy,1900,1.00,1,51004.03,100034.48,103119,25.8055
2025-04-22,2025-04-23,26.1200,sell,600,1.00,1,66417.72,99841.11,102137,25.7103
2025-04-23,2025-04-24,25.7000,hold,0,1.00,0,66417.72,99827.72,169787,25.7000
2025-04-24,2025-04-25,25.4500,hold,0,1.00,0,66417.72,99502.72,72892,25.4500
2025-04-25,2025-04-28,26.0800,buy,600,1.00,1,50596.22,100682.12,78436,26.3610
2025-04-28,2025-04-29,26.1500,hold,0,1.00,0,50596.22,100281.22,122972,26.1500
2025-04-29,2025-04-30,25.9900,sell,1500,1.00,1,89456.86,99828.10,107669,25.9281
2025-04-30,2025-05-06,26.1700,hold,0,1.00,0,89456.86,99924.86,59194,26.1700
2025-05-06,2025-05-07,26.6900,sell,200,1.00,1,94832.17,100211.83,67235,26.8983
2025-05-07,2025-05-08,26.6600,sell,100,1.00,1,97471.03,100112.03,147040,26.4100
2025-05-08,2025-05-09,26.5300,hold,0,1.00,0,97471.03,100124.03,84584,26.5300
2025-05-09,2025-05-12,25.8700,hold,0,1.00,0,97471.03,100058.03,89922,25.8700
2025-05-12,2025-05-13,25.9400,hold,0,1.00,0,97471.03,100065.03,67105,25.9400
2025-05-13,2025-05-14,25.5400,sell,100,1.00,1,100022.96,100022.96,102425,25.4800
2025-05-14,2025-05-15,25.7300,hold,0,1.00,0,100022.96,100022.96,59138,25.7300
2025-05-15,2025-05-16,25.2600,hold,0,1.00,0,100022.96,100022.96,98508,25.2600
2025-05-16,2025-05-19,25.4400,hold,0,1.00,0,100022.96,100022.96,59019,25.4400
2025-05-19,2025-05-20,25.6200,hold,0,1.00,0,100022.96,100022.96,90216,25.6200
2025-05-20,2025-05-21,25.5700,hold,0,1.00,0,100022.96,100022.96,82031,25.5700
2025-05-21,2025-05-22,25.4500,hold,0,1.00,0,100022.96,100022.96,100456,25.4500
2025-05-22,2025-05-23,25.1400,hold,0,1.00,0,100022.96,100022.96,91392,25.1400
2025-05-23,2025-05-26,25.2500,hold,0,1.00,0,100022.96,100022.96,96998,25.2500
2025-05-26,2025-05-27,25.5200,hold,0,1.00,0,100022.96,100022.96,76739,25.5200
2025-05-27,2025-05-28,25.4300,hold,0,1.00,0,100022.96,100022.96,92375,25.4300
2025-05-28,2025-05-29,24.8200,hold,0,1.00,0,100022.96,100022.96,92847,24.8200
2025-05-29,2025-05-30,25.2700,hold,0,1.00,0,100022.96,100022.96,91900,25.2700
2025-05-30,2025-06-03,24.9600,hold,0,1.00,0,100022.96,100022.96,52307,24.9600
2025-06-03,2025-06-04,25.0000,hold,0,1.00,0,100022.96,100022.96,45004,25.0000
2025-06-04,2025-06-05,24.9800,hold,0,1.00,0,100022.96,100022.96,85290,24.9800
2025-06-05,2025-06-06,25.2000,hold,0,1.00,0,100022.96,100022.96,110275,25.2000
2025-06-06,2025-06-09,25.0900,hold,0,1.00,0,100022.96,100022.96,63547,25.0900
2025-06-09,2025-06-10,25.1900,hold,0,1.00,0,100022.96,100022.96,79647,25.1900
2025-06-10,2025-06-11,24.7000,hold,0,1.00,0,100022.96,100022.96,80599,24.7000
2025-06-11,2025-06-12,24.7200,hold,0,1.00,0,100022.96,100022.96,83804,24.7200
2025-06-12,2025-06-13,24.5000,hold,0,1.00,0,100022.96,100022.96,74932,24.5000
2025-06-13,2025-06-16,24.3300,hold,0,1.00,0,100022.96,100022.96,86942,24.3300
2025-06-16,2025-06-17,24.5700,hold,0,1.00,0,100022.96,100022.96,79565,24.5700
2025-06-17,2025-06-18,24.4800,hold,0,1.00,0,100022.96,100022.96,66166,24.4800
2025-06-18,2025-06-19,24.5700,hold,0,1.00,0,100022.96,100022.96,107929,24.5700
2025-06-19,2025-06-20,24.0800,hold,0,1.00,0,100022.96,100022.96,88258,24.0800
2025-06-20,2025-06-23,24.1400,hold,0,1.00,0,100022.96,100022.96,119013,24.1400
2025-06-23,2025-06-24,24.4000,hold,0,1.00,0,100022.96,100022.96,60941,24.4000
2025-06-24,2025-06-25,24.7000,hold,0,1.00,0,100022.96,100022.96,95081,24.7000
2025-06-25,2025-06-26,25.0700,buy,900,1.00,1,77308.92,100015.92,78118,25.2300
2025-06-26,2025-06-27,24.9500,buy,700,1.00,1,59670.46,99974.46,86837,25.1900
2025-06-27,2025-06-30,25.0200,hold,0,1.00,0,59670.46,99702.46,69650,25.0200
2025-06-30,2025-07-01,25.7000,sell,800,1.00,1,80189.82,100725.82,82841,25.6700
2025-07-01,2025-07-02,26.5400,close,800,1.00,1,101404.95,101404.95,54415,26.0469
2025-07-02,2025-07-03,25.8200,hold,0,1.00,0,101404.95,101404.95,34409,25.8200
2025-07-03,2025-07-04,25.6200,hold,0,1.00,0,101404.95,101404.95,58872,25.6200
2025-07-04,2025-07-07,25.6000,hold,0,1.00,0,101404.95,101404.95,75858,25.6000
2025-07-07,2025-07-08,25.5900,hold,0,1.00,0,101404.95,101404.95,67482,25.5900
2025-07-08,2025-07-09,25.7000,hold,0,1.00,0,101404.95,101404.95,105984,25.7000
2025-07-09,2025-07-10,25.3500,hold,0,1.00,0,101404.95,101404.95,73559,25.3500
2025-07-10,2025-07-11,25.5700,hold,0,1.00,0,101404.95,101404.95,86394,25.5700
2025-07-11,2025-07-14,25.8500,buy,900,1.00,1,78096.72,101397.72,63544,25.8900
2025-07-14,2025-07-15,25.6000,hold,0,1.00,0,78096.72,101136.72,135886,25.6000
2025-07-15,2025-07-16,25.4400,hold,0,1.00,0,78096.72,100992.72,95555,25.4400
2025-07-16,2025-07-17,25.7000,hold,0,1.00,0,78096.72,101226.72,85073,25.7000
2025-07-17,2025-07-18,25.8700,hold,0,1.00,0,78096.72,101379.72,80158,25.8700
2025-07-18,2025-07-21,27.2100,close,900,1.00,1,102566.48,102566.48,77853,26.4000
2025-07-21,2025-07-22,26.7500,hold,0,1.00,0,102566.48,102566.48,85612,26.7500
2025-07-22,2025-07-23,27.0000,hold,0,1.00,0,102566.48,102566.48,63929,27.0000
2025-07-23,2025-07-24,27.7500,hold,0,1.00,0,102566.48,102566.48,77478,27.7500
2025-07-24,2025-07-25,27.8000,hold,0,1.00,0,102566.48,102566.48,54592,27.8000
2025-07-25,2025-07-28,30.5800,hold,0,1.00,0,102566.48,102566.48,63823,30.5800
2025-07-28,2025-07-29,31.2800,hold,0,1.00,0,102566.48,102566.48,48726,31.2800
2025-07-29,2025-07-30,31.7500,hold,0,1.00,0,102566.48,102566.48,44134,31.7500
2025-07-30,2025-07-31,33.9900,hold,0,1.00,0,102566.48,102566.48,63740,33.9900
2025-07-31,2025-08-01,32.2000,hold,0,1.00,0,102566.48,102566.48,70845,32.2000
2025-08-01,2025-08-04,32.6700,buy,700,1.00,1,79942.46,102559.46,82820,32.3100
2025-08-04,2025-08-05,32.1500,hold,0,1.00,0,79942.46,102447.46,67808,32.1500
2025-08-05,2025-08-06,34.1700,hold,0,1.00,0,79942.46,103861.46,82284,34.1700
2025-08-06,2025-08-07,35.1600,sell,400,1.00,1,93731.29,104081.29,83085,34.5000
2025-08-07,2025-08-08,36.7900,close,300,1.00,1,104759.56,104759.56,58633,35.8974
2025-08-08,2025-08-11,34.6000,hold,0,1.00,0,104759.56,104759.56,74936,34.6000
2025-08-11,2025-08-12,35.2200,hold,0,1.00,0,104759.56,104759.56,54841,35.2200
2025-08-12,2025-08-13,35.8500,buy,700,1.00,1,79434.05,104751.72,76819,36.1681
2025-08-13,2025-08-14,35.2400,hold,0,1.00,0,79434.05,104102.05,104308,35.2400
2025-08-14,2025-08-15,33.5400,hold,0,1.00,0,79434.05,102912.05,92951,33.5400
2025-08-15,2025-08-18,34.5000,sell,400,1.00,1,93203.68,103539.28,78736,34.4520
2025-08-18,2025-08-19,34.5100,hold,0,1.00,0,93203.68,103556.68,64709,34.5100
2025-08-19,2025-08-20,34.7100,hold,0,1.00,0,93203.68,103616.68,80762,34.7100
2025-08-20,2025-08-21,34.5300,hold,0,1.00,0,93203.68,103562.68,80772,34.5300
2025-08-21,2025-08-22,33.6600,hold,0,1.00,0,93203.68,103301.68,73480,33.6600
2025-08-22,2025-08-25,34.9600,hold,0,1.00,0,93203.68,103691.68,72703,34.9600
2025-08-25,2025-08-26,35.8300,hold,0,1.00,0,93203.68,103952.68,85712,35.8300
2025-08-26,2025-08-27,35.8100,hold,0,1.00,0,93203.68,103946.68,109685,35.8100
2025-08-27,2025-08-28,35.1500,hold,0,1.00,0,93203.68,103748.68,77536,35.1500
2025-08-28,2025-08-29,38.6700,sell,200,1.00,1,101224.10,105237.56,90226,40.1346
2025-08-29,2025-09-01,37.9900,hold,0,1.00,0,101224.10,105023.10,60576,37.9900
2025-09-01,2025-09-02,38.5600,close,100,1.00,1,105077.03,105077.03,100234,37.8600
2025-09-02,2025-09-03,38.0900,hold,0,1.00,0,105077.03,105077.03,66495,38.0900
2025-09-03,2025-09-04,37.6000,hold,0,1.00,0,105077.03,105077.03,41832,37.6000
2025-09-04,2025-09-05,33.8400,hold,0,1.00,0,105077.03,105077.03,50991,33.8400
2025-09-05,2025-09-08,34.9800,hold,0,1.00,0,105077.03,105077.03,84963,34.9800
2025-09-08,2025-09-09,34.2900,hold,0,1.00,0,105077.03,105077.03,72016,34.2900
2025-09-09,2025-09-10,32.9700,hold,0,1.00,0,105077.03,105077.03,44108,32.9700
2025-09-10,2025-09-11,32.8900,hold,0,1.00,0,105077.03,105077.03,37272,32.8900
2025-09-11,2025-09-12,34.7200,hold,0,1.00,0,105077.03,105077.03,62716,34.7200
2025-09-12,2025-09-15,36.3200,buy,100,1.00,1,101420.90,105075.90,83888,36.5500
2025-09-15,2025-09-16,35.9600,hold,0,1.00,0,101420.90,105016.90,83633,35.9600
2025-09-16,2025-09-17,36.1500,hold,0,1.00,0,101420.90,105035.90,66079,36.1500
2025-09-17,2025-09-18,37.5700,hold,0,1.00,0,101420.90,105177.90,50776,37.5700
2025-09-18,2025-09-19,38.2800,close,100,1.00,1,105245.85,105245.85,106401,37.6200
2025-09-19,2025-09-22,38.6800,hold,0,1.00,0,105245.85,105245.85,55699,38.6800
2025-09-22,2025-09-23,41.9600,hold,0,1.00,0,105245.85,105245.85,62342,41.9600
2025-09-23,2025-09-24,46.1600,hold,0,1.00,0,105245.85,105245.85,44401,46.1600
2025-09-24,2025-09-25,50.7800,hold,0,1.00,0,105245.85,105245.85,46694,50.7800
2025-09-25,2025-09-26,52.1500,hold,0,1.00,0,105245.85,105245.85,44933,52.1500
2025-09-26,2025-09-29,52.1000,hold,0,1.00,0,105245.85,105245.85,32555,52.1000
2025-09-29,2025-09-30,51.2100,hold,0,1.00,0,105245.85,105245.85,54020,51.2100
2025-09-30,2025-10-09,54.9500,hold,0,1.00,0,105245.85,105245.85,38029,54.9500
2025-10-09,2025-10-10,49.4600,hold,0,1.00,0,105245.85,105245.85,89817,49.4600
2025-10-10,2025-10-13,49.3900,hold,0,1.00,0,105245.85,105245.85,78041,49.3900
2025-10-13,2025-10-14,49.8000,hold,0,1.00,0,105245.85,105245.85,104013,49.8000
2025-10-14,2025-10-15,46.9400,hold,0,1.00,0,105245.85,105245.85,42330,46.9400
2025-10-15,2025-10-16,47.2300,hold,0,1.00,0,105245.85,105245.85,50304,47.2300
2025-10-16,2025-10-17,46.4900,hold,0,1.00,0,105245.85,105245.85,58120,46.4900
2025-10-17,2025-10-20,43.6100,hold,0,1.00,0,105245.85,105245.85,35126,43.6100
2025-10-20,2025-10-21,44.0300,hold,0,1.00,0,105245.85,105245.85,49798,44.0300
2025-10-21,2025-10-22,44.7000,hold,0,1.00,0,105245.85,105245.85,69234,44.7000
2025-10-22,2025-10-23,45.7700,buy,100,1.00,1,100711.45,105244.45,92418,45.3300
2025-10-23,2025-10-24,44.2900,hold,0,1.00,0,100711.45,105140.45,80203,44.2900
2025-10-24,2025-10-27,45.5500,hold,0,1.00,0,100711.45,105266.45,49047,45.5500
2025-10-27,2025-10-28,46.0400,hold,0,1.00,0,100711.45,105315.45,93604,46.0400
2025-10-28,2025-10-29,44.8900,hold,0,1.00,0,100711.45,105200.45,77718,44.8900
2025-10-29,2025-10-30,44.7300,hold,0,1.00,0,100711.45,105184.45,69865,44.7300
2025-10-30,2025-10-31,44.6600,hold,0,1.00,0,100711.45,105177.45,83256,44.6600
2025-10-31,2025-11-03,44.5000,close,100,1.00,1,105157.91,105157.91,86233,43.6788
2025-11-03,2025-11-04,41.9900,hold,0,1.00,0,105157.91,105157.91,47202,41.9900
2025-11-04,2025-11-05,41.0100,hold,0,1.00,0,105157.91,105157.91,36488,41.0100
2025-11-05,2025-11-06,40.5200,hold,0,1.00,0,105157.91,105157.91,39732,40.5200
2025-11-06,2025-11-07,41.1200,hold,0,1.00,0,105157.91,105157.91,43151,41.1200
2025-11-07,2025-11-10,40.3100,hold,0,1.00,0,105157.91,105157.91,39441,40.3100
2025-11-10,2025-11-11,39.6500,hold,0,1.00,0,105157.91,105157.91,43882,39.6500
2025-11-11,2025-11-12,39.0700,hold,0,1.00,0,105157.91,105157.91,45446,39.0700
2025-11-12,2025-11-13,38.2000,hold,0,1.00,0,105157.91,105157.91,34854,38.2000
2025-11-13,2025-11-14,38.9000,hold,0,1.00,0,105157.91,105157.91,44594,38.9000
2025-11-14,2025-11-17,38.7500,hold,0,1.00,0,105157.91,105157.91,44103,38.7500
2025-11-17,2025-11-18,39.0000,hold,0,1.00,0,105157.91,105157.91,40990,39.0000
2025-11-18,,39.7200,hold,0,1.00,0,105157.91,105157.91,65252,39.7200
