date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-09-09,2025-09-10,129.8800,hold,0,1.00,0,108015.52,121003.52,39400,129.8800
2025-09-10,2025-09-11,128.3000,hold,0,1.00,0,108015.52,120845.52,55778,128.3000
2025-09-11,2025-09-12,137.3400,hold,0,1.00,0,108015.52,121749.52,52812,137.3400
2025-09-12,2025-09-15,133.9200,hold,0,1.00,0,108015.52,121407.52,53525,133.9200
2025-09-15,2025-09-16,136.6700,hold,0,1.00,0,108015.52,121682.52,73206,136.6700
2025-09-16,2025-09-17,140.3100,hold,0,1.00,0,108015.52,122046.52,58058,140.3100
2025-09-17,2025-09-18,140.9900,hold,0,1.00,0,108015.52,122114.52,35204,140.9900
2025-09-18,2025-09-19,142.5500,hold,0,1.00,0,108015.52,122270.52,77831,142.5500
2025-09-19,2025-09-22,137.2000,close,100,1.00,1,121724.66,121724.66,54789,135.8640
2025-09-22,2025-09-23,137.2300,hold,0,1.00,0,121724.66,121724.66,41372,137.2300
2025-09-23,2025-09-24,143.5400,hold,0,1.00,0,121724.66,121724.66,58880,143.5400
2025-09-24,2025-09-25,154.2000,hold,0,1.00,0,121724.66,121724.66,85153,154.2000
2025-09-25,2025-09-26,159.8400,hold,0,1.00,0,121724.66,121724.66,72765,159.8400
2025-09-26,2025-09-29,157.5000,buy,100,1.00,1,105256.72,121719.72,104544,164.6300
2025-09-29,2025-09-30,165.0000,hold,0,1.00,0,105256.72,121756.72,87789,165.0000
2025-09-30,2025-10-09,161.9800,hold,0,1.00,0,105256.72,121454.72,50756,161.9800
2025-10-09,2025-10-10,158.8900,hold,0,1.00,0,105256.72,121145.72,67133,158.8900
2025-10-10,2025-10-13,146.5200,hold,0,1.00,0,105256.72,119908.72,46487,146.5200
2025-10-13,2025-10-14,141.2200,hold,0,1.00,0,105256.72,119378.72,53608,141.2200
2025-10-14,2025-10-15,139.7900,hold,0,1.00,0,105256.72,119235.72,117349,139.7900
2025-10-15,2025-10-16,151.4000,hold,0,1.00,0,105256.72,120396.72,55493,151.4000
2025-10-16,2025-10-17,163.0000,close,100,1.00,1,121543.91,121543.91,75262,160.0198
2025-10-17,2025-10-20,145.2100,hold,0,1.00,0,121543.91,121543.91,42186,145.2100
2025-10-20,2025-10-21,148.6300,hold,0,1.00,0,121543.91,121543.91,45903,148.6300
2025-10-21,2025-10-22,152.7900,hold,0,1.00,0,121543.91,121543.91,79388,152.7900
2025-10-22,2025-10-23,149.3200,buy,100,1.00,1,106578.30,121539.43,65486,149.6113
2025-10-23,2025-10-24,153.5200,hold,0,1.00,0,106578.30,121930.30,55009,153.5200
2025-10-24,2025-10-27,165.0000,hold,0,1.00,0,106578.30,123078.30,49937,165.0000
2025-10-27,2025-10-28,166.9500,hold,0,1.00,0,106578.30,123273.30,82056,166.9500
2025-10-28,2025-10-29,165.8800,hold,0,1.00,0,106578.30,123166.30,67113,165.8800
2025-10-29,2025-10-30,191.4900,hold,0,1.00,0,106578.30,125727.30,159838,191.4900
2025-10-30,2025-10-31,194.6800,hold,0,1.00,0,106578.30,126046.30,103431,194.6800
2025-10-31,2025-11-03,189.8000,hold,0,1.00,0,106578.30,125558.30,71549,189.8000
2025-11-03,2025-11-04,199.4700,hold,0,1.00,0,106578.30,126525.30,81848,199.4700
2025-11-04,2025-11-05,187.1900,hold,0,1.00,0,106578.30,125297.30,54976,187.1900
2025-11-05,2025-11-06,200.5000,hold,0,1.00,0,106578.30,126628.30,57727,200.5000
2025-11-06,2025-11-07,205.4000,hold,0,1.00,0,106578.30,127118.30,55233,205.4000
2025-11-07,2025-11-10,201.0000,hold,0,1.00,0,106578.30,126678.30,41240,201.0000
2025-11-10,2025-11-11,194.0000,hold,0,1.00,0,106578.30,125978.30,44816,194.0000
2025-11-11,2025-11-12,193.0000,hold,0,1.00,0,106578.30,125878.30,51184,193.0000
2025-11-12,2025-11-13,187.6300,close,100,1.00,1,125326.09,125326.09,88068,190.0398
2025-11-13,2025-11-14,190.5100,hold,0,1.00,0,125326.09,125326.09,40121,190.5100
2025-11-14,2025-11-17,185.0000,buy,100,1.00,1,106884.02,125320.56,39339,184.3654
2025-11-17,2025-11-18,183.7900,hold,0,1.00,0,106884.02,125263.02,71647,183.7900
2025-11-18,2025-11-19,175.0200,hold,0,1.00,0,106884.02,124386.02,63937,175.0200
2025-11-19,2025-11-20,176.5000,hold,0,1.00,0,106884.02,124534.02,50367,176.5000
2025-11-20,,177.3600,hold,0,1.00,0,106884.02,124620.02,51834,177.3600
