date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-02-25,2025-02-26,11.9100,buy,1500,1.00,1,58382.98,100074.63,81656,11.9119
2025-02-26,2025-02-27,11.8600,sell,2200,1.00,1,84339.94,99690.57,76158,11.8082
2025-02-27,2025-02-28,11.6500,hold,0,1.00,0,84339.94,99484.94,73921,11.6500
2025-02-28,2025-03-03,11.1000,sell,700,1.00,1,92130.82,98814.13,74222,11.1388
2025-03-03,2025-03-04,11.2200,buy,700,1.00,1,84238.49,98891.13,101168,11.2713
2025-03-04,2025-03-05,11.3500,hold,0,1.00,0,84238.49,98993.49,63595,11.3500
2025-03-05,2025-03-06,11.3600,hold,0,1.00,0,84238.49,99006.49,94907,11.3600
2025-03-06,2025-03-07,11.9700,hold,0,1.00,0,84238.49,99799.49,106690,11.9700
2025-03-07,2025-03-10,11.7800,buy,100,1.00,1,83076.97,99333.21,118348,11.6116
2025-03-10,2025-03-11,11.5400,sell,200,1.00,1,85342.86,98949.24,80315,11.3386
2025-03-11,2025-03-12,11.4900,close,1200,1.00,1,99119.64,99119.64,118104,11.5484
2025-03-12,2025-03-13,11.5200,hold,0,1.00,0,99119.64,99119.64,54165,11.5200
2025-03-13,2025-03-14,11.2500,buy,1300,1.00,1,84449.44,99115.09,68934,11.2813
2025-03-14,2025-03-17,11.4200,hold,0,1.00,0,84449.44,99295.44,90382,11.4200
2025-03-17,2025-03-18,11.3800,close,1300,1.00,1,99231.39,99231.39,89041,11.4385
2025-03-18,2025-03-19,11.4500,hold,0,1.00,0,99231.39,99231.39,50738,11.4500
2025-03-19,2025-03-20,11.2700,buy,1300,1.00,1,84587.23,99226.86,74143,11.2612
2025-03-20,2025-03-21,11.1900,hold,0,1.00,0,84587.23,99134.23,68959,11.1900
2025-03-21,2025-03-24,10.8500,hold,0,1.00,0,84587.23,98692.23,62780,10.8500
2025-03-24,2025-03-25,11.0700,hold,0,1.00,0,84587.23,98978.23,105499,11.0700
2025-03-25,2025-03-26,10.6900,hold,0,1.00,0,84587.23,98484.23,75570,10.6900
2025-03-26,2025-03-27,10.6700,hold,0,1.00,0,84587.23,98458.23,66703,10.6700
2025-03-27,2025-03-28,10.5900,hold,0,1.00,0,84587.23,98354.23,38282,10.5900
2025-03-28,2025-03-31,10.5100,hold,0,1.00,0,84587.23,98250.23,41365,10.5100
2025-03-31,2025-04-01,10.3800,hold,0,1.00,0,84587.23,98081.23,59443,10.3800
2025-04-01,2025-04-02,10.4300,hold,0,1.00,0,84587.23,98146.23,51492,10.4300
2025-04-02,2025-04-03,10.4700,hold,0,1.00,0,84587.23,98198.23,72058,10.4700
2025-04-03,2025-04-07,10.3700,close,1300,1.00,1,98057.92,98057.92,49445,9.7902
2025-04-07,2025-04-08,9.3300,hold,0,1.00,0,98057.92,98057.92,45337,9.3300
2025-04-08,2025-04-09,9.3200,hold,0,1.00,0,98057.92,98057.92,44981,9.3200
2025-04-09,2025-04-10,9.6500,hold,0,1.00,0,98057.92,98057.92,34261,9.6500
2025-04-10,2025-04-11,9.8300,hold,0,1.00,0,98057.92,98057.92,41252,9.8300
2025-04-11,2025-04-14,9.9000,hold,0,1.00,0,98057.92,98057.92,69577,9.9000
2025-04-14,2025-04-15,10.0000,hold,0,1.00,0,98057.92,98057.92,58240,10.0000
2025-04-15,2025-04-16,9.9700,hold,0,1.00,0,98057.92,98057.92,75032,9.9700
2025-04-16,2025-04-17,9.9500,hold,0,1.00,0,98057.92,98057.92,52788,9.9500
2025-04-17,2025-04-18,9.9500,hold,0,1.00,0,98057.92,98057.92,53362,9.9500
2025-04-18,2025-04-21,9.9100,hold,0,1.00,0,98057.92,98057.92,54000,9.9100
2025-04-21,2025-04-22,10.4100,buy,2300,1.00,1,74015.47,98050.47,103582,10.4500
2025-04-22,2025-04-23,10.1300,sell,900,1.00,1,83160.90,97398.64,139247,10.1698
2025-04-23,2025-04-24,10.1000,sell,700,1.00,1,90218.10,97281.03,71381,10.0899
2025-04-24,2025-04-25,9.9500,sell,700,1.00,1,97177.47,97177.47,79965,9.9301
2025-04-25,2025-04-28,10.0000,hold,0,1.00,0,97177.47,97177.47,57545,10.0000
2025-04-28,2025-04-29,10.0200,hold,0,1.00,0,97177.47,97177.47,43959,10.0200
2025-04-29,2025-04-30,9.9900,hold,0,1.00,0,97177.47,97177.47,61499,9.9900
2025-04-30,2025-05-06,10.2300,buy,2300,1.00,1,73456.43,97170.12,109273,10.3103
2025-05-06,2025-05-07,10.8700,buy,3300,1.00,1,37174.95,98724.44,67482,10.9910
2025-05-07,2025-05-08,10.7000,hold,0,1.00,0,37174.95,97094.95,57746,10.7000
2025-05-08,2025-05-09,10.8800,hold,0,1.00,0,37174.95,98102.95,63292,10.8800
2025-05-09,2025-05-12,10.4600,hold,0,1.00,0,37174.95,95750.95,59315,10.4600
2025-05-12,2025-05-13,10.5700,hold,0,1.00,0,37174.95,96366.95,72974,10.5700
2025-05-13,2025-05-14,10.4800,hold,0,1.00,0,37174.95,95862.95,100138,10.4800
2025-05-14,2025-05-15,10.5300,hold,0,1.00,0,37174.95,96142.95,64175,10.5300
2025-05-15,2025-05-16,10.3400,sell,4300,1.00,1,81384.83,94761.44,98149,10.2897
2025-05-16,2025-05-19,10.2700,sell,1300,1.00,1,94725.03,94725.03,53232,10.2497
2025-05-19,2025-05-20,10.2500,hold,0,1.00,0,94725.03,94725.03,35103,10.2500
2025-05-20,2025-05-21,10.3200,hold,0,1.00,0,94725.03,94725.03,59280,10.3200
2025-05-21,2025-05-22,10.2300,hold,0,1.00,0,94725.03,94725.03,118066,10.2300
2025-05-22,2025-05-23,10.2400,hold,0,1.00,0,94725.03,94725.03,95900,10.2400
2025-05-23,2025-05-26,9.9900,buy,1400,1.00,1,80818.84,94720.72,65805,9.9299
2025-05-26,2025-05-27,10.0800,hold,0,1.00,0,80818.84,94930.84,126740,10.0800
2025-05-27,2025-05-28,10.1000,hold,0,1.00,0,80818.84,94958.84,65105,10.1000
2025-05-28,2025-05-29,9.9800,hold,0,1.00,0,80818.84,94790.84,87087,9.9800
2025-05-29,2025-05-30,10.2900,buy,100,1.00,1,79799.52,95084.52,77129,10.1900
2025-05-30,2025-06-03,10.0000,close,1500,1.00,1,94787.41,94787.41,110377,9.9700
2025-06-03,2025-06-04,10.0800,hold,0,1.00,0,94787.41,94787.41,62720,10.0800
2025-06-04,2025-06-05,10.1700,hold,0,1.00,0,94787.41,94787.41,58255,10.1700
2025-06-05,2025-06-06,10.3500,buy,2200,1.00,1,71988.34,94780.34,79616,10.3600
2025-06-06,2025-06-09,10.2800,hold,0,1.00,0,71988.34,94604.34,91529,10.2800
2025-06-09,2025-06-10,10.6300,hold,0,1.00,0,71988.34,95374.34,45744,10.6300
2025-06-10,2025-06-11,10.3100,hold,0,1.00,0,71988.34,94670.34,80543,10.3100
2025-06-11,2025-06-12,10.3100,hold,0,1.00,0,71988.34,94670.34,108569,10.3100
2025-06-12,2025-06-13,10.1700,sell,1100,1.00,1,83056.28,94133.19,93514,10.0699
2025-06-13,2025-06-16,9.9800,buy,300,1.00,1,80082.39,93956.25,78488,9.9099
2025-06-16,2025-06-17,10.0100,hold,0,1.00,0,80082.39,94096.39,72275,10.0100
2025-06-17,2025-06-18,9.9700,hold,0,1.00,0,80082.39,94040.39,79769,9.9700
2025-06-18,2025-06-19,9.9500,hold,0,1.00,0,80082.39,94012.39,67275,9.9500
2025-06-19,2025-06-20,9.8000,hold,0,1.00,0,80082.39,93802.39,81929,9.8000
2025-06-20,2025-06-23,9.6600,hold,0,1.00,0,80082.39,93606.39,81115,9.6600
2025-06-23,2025-06-24,9.7900,hold,0,1.00,0,80082.39,93788.39,70503,9.7900
2025-06-24,2025-06-25,9.9900,sell,700,1.00,1,87069.72,94062.72,97504,9.9900
2025-06-25,2025-06-26,10.1400,buy,100,1.00,1,86058.40,94146.48,83788,10.1101
2025-06-26,2025-06-27,10.1400,buy,2100,1.00,1,64736.50,94171.90,99660,10.1501
2025-06-27,2025-06-30,10.0800,hold,0,1.00,0,64736.50,93968.50,106711,10.0800
2025-06-30,2025-07-01,10.2000,hold,0,1.00,0,64736.50,94316.50,93619,10.2000
2025-07-01,2025-07-02,10.1700,hold,0,1.00,0,64736.50,94229.50,81942,10.1700
2025-07-02,2025-07-03,9.9900,sell,2900,1.00,1,93684.06,93684.06,72254,9.9800
2025-07-03,2025-07-04,9.9900,hold,0,1.00,0,93684.06,93684.06,58250,9.9900
2025-07-04,2025-07-07,9.9100,buy,1400,1.00,1,79791.88,93679.75,89706,9.9199
2025-07-07,2025-07-08,9.8800,hold,0,1.00,0,79791.88,93623.88,75354,9.8800
2025-07-08,2025-07-09,10.0200,hold,0,1.00,0,79791.88,93819.88,56058,10.0200
2025-07-09,2025-07-10,10.0200,hold,0,1.00,0,79791.88,93819.88,77761,10.0200
2025-07-10,2025-07-11,10.1800,buy,1900,1.00,1,60424.53,94052.13,86879,10.1902
2025-07-11,2025-07-14,10.2100,hold,0,1.00,0,60424.53,94117.53,77595,10.2100
2025-07-14,2025-07-15,10.0800,hold,0,1.00,0,60424.53,93688.53,61063,10.0800
2025-07-15,2025-07-16,10.2500,buy,1400,1.00,1,46041.71,94311.93,79009,10.2703
2025-07-16,2025-07-17,10.3000,hold,0,1.00,0,46041.71,94451.71,105979,10.3000
2025-07-17,2025-07-18,10.8700,hold,0,1.00,0,46041.71,97130.71,49931,10.8700
2025-07-18,2025-07-21,10.9600,hold,0,1.00,0,46041.71,97553.71,75470,10.9600
2025-07-21,2025-07-22,10.7600,hold,0,1.00,0,46041.71,96613.71,50414,10.7600
2025-07-22,2025-07-23,10.5700,hold,0,1.00,0,46041.71,95720.71,69711,10.5700
2025-07-23,2025-07-24,10.6400,hold,0,1.00,0,46041.71,96049.71,70453,10.6400
2025-07-24,2025-07-25,10.7500,hold,0,1.00,0,46041.71,96566.71,57782,10.7500
2025-07-25,2025-07-28,11.0400,buy,2000,1.00,1,24113.02,97551.38,68716,10.9609
2025-07-28,2025-07-29,10.7800,hold,0,1.00,0,24113.02,96339.02,73932,10.7800
2025-07-29,2025-07-30,10.8200,hold,0,1.00,0,24113.02,96607.02,69445,10.8200
2025-07-30,2025-07-31,10.6400,hold,0,1.00,0,24113.02,95401.02,103630,10.6400
2025-07-31,2025-08-01,11.3000,hold,0,1.00,0,24113.02,99823.02,47299,11.3000
2025-08-01,2025-08-04,11.1300,sell,2300,1.00,1,49436.12,97919.59,119855,11.0190
2025-08-04,2025-08-05,11.1100,hold,0,1.00,0,49436.12,98320.12,101293,11.1100
2025-08-05,2025-08-06,10.9600,hold,0,1.00,0,49436.12,97660.12,56398,10.9600
2025-08-06,2025-08-07,11.0100,hold,0,1.00,0,49436.12,97880.12,71755,11.0100
2025-08-07,2025-08-08,10.9900,hold,0,1.00,0,49436.12,97792.12,61325,10.9900
