date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-09-10,2025-09-11,31.4300,hold,0,1.00,0,34976.61,104122.61,100652,31.4300
2025-09-11,2025-09-12,32.9000,sell,1800,1.00,1,94108.03,107258.86,73483,32.8771
2025-09-12,2025-09-15,33.1100,sell,200,1.00,1,100895.79,107688.99,101887,33.9660
2025-09-15,2025-09-16,32.9500,hold,0,1.00,0,100895.79,107485.79,55870,32.9500
2025-09-16,2025-09-17,33.4600,hold,0,1.00,0,100895.79,107587.79,80266,33.4600
2025-09-17,2025-09-18,33.7500,hold,0,1.00,0,100895.79,107645.79,74658,33.7500
2025-09-18,2025-09-19,34.8400,buy,1400,1.00,1,51390.95,107950.95,58042,35.3500
2025-09-19,2025-09-22,34.3800,hold,0,1.00,0,51390.95,106398.95,123553,34.3800
2025-09-22,2025-09-23,34.9600,hold,0,1.00,0,51390.95,107326.95,63758,34.9600
2025-09-23,2025-09-24,34.2900,hold,0,1.00,0,51390.95,106254.95,51952,34.2900
2025-09-24,2025-09-25,37.7200,hold,0,1.00,0,51390.95,111742.95,73214,37.7200
2025-09-25,2025-09-26,38.8000,hold,0,1.00,0,51390.95,113470.95,59028,38.8000
2025-09-26,2025-09-29,37.7100,hold,0,1.00,0,51390.95,111726.95,46912,37.7100
2025-09-29,2025-09-30,38.1800,hold,0,1.00,0,51390.95,112478.95,62087,38.1800
2025-09-30,2025-10-09,40.1700,hold,0,1.00,0,51390.95,115662.95,76443,40.1700
2025-10-09,2025-10-10,44.1900,hold,0,1.00,0,51390.95,122094.95,43546,44.1900
2025-10-10,2025-10-13,45.6000,hold,0,1.00,0,51390.95,124350.95,48548,45.6000
2025-10-13,2025-10-14,46.9700,sell,800,1.00,1,88236.53,125111.62,53155,46.0939
2025-10-14,2025-10-15,42.2800,hold,0,1.00,0,88236.53,122060.53,36238,42.2800
2025-10-15,2025-10-16,42.4800,hold,0,1.00,0,88236.53,122220.53,43621,42.4800
2025-10-16,2025-10-17,42.8200,hold,0,1.00,0,88236.53,122492.53,54811,42.8200
2025-10-17,2025-10-20,38.7700,hold,0,1.00,0,88236.53,119252.53,67016,38.7700
2025-10-20,2025-10-21,39.2700,sell,800,1.00,1,119627.39,119627.39,73219,39.2800
2025-10-21,2025-10-22,40.5900,hold,0,1.00,0,119627.39,119627.39,49596,40.5900
2025-10-22,2025-10-23,40.3700,hold,0,1.00,0,119627.39,119627.39,41250,40.3700
2025-10-23,2025-10-24,39.7100,buy,400,1.00,1,103345.35,119622.51,58316,40.6929
2025-10-24,2025-10-27,41.8800,hold,0,1.00,0,103345.35,120097.35,94004,41.8800
2025-10-27,2025-10-28,43.9400,hold,0,1.00,0,103345.35,120921.35,65065,43.9400
2025-10-28,2025-10-29,44.1400,hold,0,1.00,0,103345.35,121001.35,68449,44.1400
2025-10-29,2025-10-30,44.6000,hold,0,1.00,0,103345.35,121185.35,71977,44.6000
2025-10-30,2025-10-31,44.6800,buy,1100,1.00,1,54842.81,120962.81,82025,44.0800
2025-10-31,2025-11-03,42.4500,sell,1100,1.00,1,100959.68,117742.88,93998,41.9580
2025-11-03,2025-11-04,41.7400,hold,0,1.00,0,100959.68,117655.68,75541,41.7400
2025-11-04,2025-11-05,40.8800,hold,0,1.00,0,100959.68,117311.68,75238,40.8800
2025-11-05,2025-11-06,40.1600,hold,0,1.00,0,100959.68,117023.68,49831,40.1600
2025-11-06,2025-11-07,41.6200,hold,0,1.00,0,100959.68,117607.68,102358,41.6200
2025-11-07,2025-11-10,40.1800,hold,0,1.00,0,100959.68,117031.68,48116,40.1800
2025-11-10,2025-11-11,40.1400,hold,0,1.00,0,100959.68,117015.68,61058,40.1400
2025-11-11,2025-11-12,38.8000,sell,400,1.00,1,116467.43,116467.43,42258,38.3017
2025-11-12,2025-11-13,38.8300,buy,400,1.00,1,100504.64,116462.64,64562,39.8950
2025-11-13,2025-11-14,39.3000,hold,0,1.00,0,100504.64,116224.64,86992,39.3000
2025-11-14,2025-11-17,37.7800,hold,0,1.00,0,100504.64,115616.64,40569,37.7800
2025-11-17,2025-11-18,37.5500,hold,0,1.00,0,100504.64,115524.64,39700,37.5500
2025-11-18,2025-11-19,37.7900,hold,0,1.00,0,100504.64,115620.64,47545,37.7900
2025-11-19,2025-11-20,37.3100,hold,0,1.00,0,100504.64,115428.64,53288,37.3100
2025-11-20,,36.7600,hold,0,1.00,0,100504.64,115208.64,34648,36.7600
