date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-02-27,2025-02-28,1.1640,hold,0,1.00,0,1884.52,5492.92,63644,1.1640
2025-02-28,2025-03-03,1.1070,buy,400,1.00,1,1440.74,5322.62,74057,1.1091
2025-03-03,2025-03-04,1.0930,hold,0,1.00,0,1440.74,5266.24,63485,1.0930
2025-03-04,2025-03-05,1.1230,hold,0,1.00,0,1440.74,5371.24,59993,1.1230
2025-03-05,2025-03-06,1.1280,hold,0,1.00,0,1440.74,5388.74,53565,1.1280
2025-03-06,2025-03-07,1.1580,hold,0,1.00,0,1440.74,5493.74,75580,1.1580
2025-03-07,2025-03-10,1.1420,hold,0,1.00,0,1440.74,5437.74,78492,1.1420
2025-03-10,2025-03-11,1.1410,hold,0,1.00,0,1440.74,5434.24,61557,1.1410
2025-03-11,2025-03-12,1.1320,hold,0,1.00,0,1440.74,5402.74,61966,1.1320
2025-03-12,2025-03-13,1.1280,hold,0,1.00,0,1440.74,5388.74,66816,1.1280
2025-03-13,2025-03-14,1.0950,hold,0,1.00,0,1440.74,5273.24,59986,1.0950
2025-03-14,2025-03-17,1.1170,buy,300,1.00,1,1105.20,5354.05,99003,1.1181
2025-03-17,2025-03-18,1.1110,hold,0,1.00,0,1105.20,5327.00,79435,1.1110
2025-03-18,2025-03-19,1.1190,buy,100,1.00,1,993.56,5346.41,76802,1.1161
2025-03-19,2025-03-20,1.1050,hold,0,1.00,0,993.56,5303.06,75405,1.1050
2025-03-20,2025-03-21,1.0940,hold,0,1.00,0,993.56,5260.16,48397,1.0940
2025-03-21,2025-03-24,1.0640,hold,0,1.00,0,993.56,5143.16,74407,1.0640
2025-03-24,2025-03-25,1.0720,hold,0,1.00,0,993.56,5174.36,88301,1.0720
2025-03-25,2025-03-26,1.0520,hold,0,1.00,0,993.56,5096.36,87421,1.0520
2025-03-26,2025-03-27,1.0520,hold,0,1.00,0,993.56,5096.36,98257,1.0520
2025-03-27,2025-03-28,1.0640,hold,0,1.00,0,993.56,5143.16,64929,1.0640
2025-03-28,2025-03-31,1.0480,hold,0,1.00,0,993.56,5080.76,58248,1.0480
2025-03-31,2025-04-01,1.0490,hold,0,1.00,0,993.56,5084.66,96269,1.0490
2025-04-01,2025-04-02,1.0500,hold,0,1.00,0,993.56,5088.56,74221,1.0500
2025-04-02,2025-04-03,1.0470,close,3900,1.00,1,5075.60,5075.60,78552,1.0370
2025-04-03,2025-04-07,1.0410,buy,700,1.00,1,4378.89,5075.39,46605,0.9950
2025-04-07,2025-04-08,0.9440,hold,0,1.00,0,4378.89,5039.69,95943,0.9440
2025-04-08,2025-04-09,0.9460,hold,0,1.00,0,4378.89,5041.09,52870,0.9460
2025-04-09,2025-04-10,0.9930,hold,0,1.00,0,4378.89,5073.99,60174,0.9930
2025-04-10,2025-04-11,1.0050,hold,0,1.00,0,4378.89,5082.39,66688,1.0050
2025-04-11,2025-04-14,1.0550,hold,0,1.00,0,4378.89,5117.39,52764,1.0550
2025-04-14,2025-04-15,1.0550,buy,2000,1.00,1,2272.24,5115.34,96174,1.0530
2025-04-15,2025-04-16,1.0420,close,2700,1.00,1,5084.76,5084.76,47321,1.0470
2025-04-16,2025-04-17,1.0490,buy,1200,1.00,1,3832.73,5084.38,91804,1.0430
2025-04-17,2025-04-18,1.0550,hold,0,1.00,0,3832.73,5098.73,54089,1.0550
2025-04-18,2025-04-21,1.0440,hold,0,1.00,0,3832.73,5085.53,135007,1.0440
2025-04-21,2025-04-22,1.0550,hold,0,1.00,0,3832.73,5098.73,67864,1.0550
2025-04-22,2025-04-23,1.0530,hold,0,1.00,0,3832.73,5096.33,56446,1.0530
2025-04-23,2025-04-24,1.0530,buy,900,1.00,1,2885.63,5094.83,74672,1.0520
2025-04-24,2025-04-25,1.0390,hold,0,1.00,0,2885.63,5067.53,105583,1.0390
2025-04-25,2025-04-28,1.0360,hold,0,1.00,0,2885.63,5061.23,63909,1.0360
2025-04-28,2025-04-29,1.0370,hold,0,1.00,0,2885.63,5063.33,139765,1.0370
2025-04-29,2025-04-30,1.0470,buy,600,1.00,1,2256.01,5088.44,51471,1.0490
2025-04-30,2025-05-06,1.0600,hold,0,1.00,0,2256.01,5118.01,52355,1.0600
2025-05-06,2025-05-07,1.0780,hold,0,1.00,0,2256.01,5166.61,45462,1.0780
2025-05-07,2025-05-08,1.0720,hold,0,1.00,0,2256.01,5150.41,57095,1.0720
2025-05-08,2025-05-09,1.0680,hold,0,1.00,0,2256.01,5139.61,58823,1.0680
2025-05-09,2025-05-12,1.0430,sell,2000,1.00,1,4349.26,5082.13,71427,1.0470
2025-05-12,2025-05-13,1.0500,buy,1000,1.00,1,3290.88,5089.57,73329,1.0581
2025-05-13,2025-05-14,1.0430,hold,0,1.00,0,3290.88,5063.98,65903,1.0430
2025-05-14,2025-05-15,1.0470,hold,0,1.00,0,3290.88,5070.78,68814,1.0470
2025-05-15,2025-05-16,1.0250,hold,0,1.00,0,3290.88,5033.38,60768,1.0250
2025-05-16,2025-05-19,1.0230,hold,0,1.00,0,3290.88,5029.98,62869,1.0230
2025-05-19,2025-05-20,1.0280,hold,0,1.00,0,3290.88,5038.48,72203,1.0280
2025-05-20,2025-05-21,1.0320,hold,0,1.00,0,3290.88,5045.28,92991,1.0320
2025-05-21,2025-05-22,1.0220,hold,0,1.00,0,3290.88,5028.28,135263,1.0220
2025-05-22,2025-05-23,1.0170,hold,0,1.00,0,3290.88,5019.78,72907,1.0170
2025-05-23,2025-05-26,1.0040,hold,0,1.00,0,3290.88,4997.68,140621,1.0040
2025-05-26,2025-05-27,1.0130,hold,0,1.00,0,3290.88,5012.98,83535,1.0130
2025-05-27,2025-05-28,0.9970,hold,0,1.00,0,3290.88,4985.78,101316,0.9970
2025-05-28,2025-05-29,0.9900,hold,0,1.00,0,3290.88,4973.88,74575,0.9900
2025-05-29,2025-05-30,1.0110,close,1700,1.00,1,5009.05,5009.05,44653,1.0050
2025-05-30,2025-06-03,0.9960,buy,700,1.00,1,4313.74,5008.83,85452,0.9930
2025-06-03,2025-06-04,1.0040,close,700,1.00,1,5016.32,5016.32,148350,1.0030
2025-06-04,2025-06-05,1.0080,hold,0,1.00,0,5016.32,5016.32,53474,1.0080
2025-06-05,2025-06-06,1.0270,buy,1200,1.00,1,3782.31,5015.94,60435,1.0280
2025-06-06,2025-06-09,1.0270,hold,0,1.00,0,3782.31,5014.71,57266,1.0270
2025-06-09,2025-06-10,1.0290,hold,0,1.00,0,3782.31,5017.11,90842,1.0290
2025-06-10,2025-06-11,1.0070,sell,1200,1.00,1,4990.33,4990.33,58135,1.0060
2025-06-11,2025-06-12,1.0060,hold,0,1.00,0,4990.33,4990.33,53189,1.0060
2025-06-12,2025-06-13,0.9970,buy,700,1.00,1,4295.02,4990.12,65329,0.9930
2025-06-13,2025-06-16,0.9930,hold,0,1.00,0,4295.02,4990.12,55059,0.9930
2025-06-16,2025-06-17,0.9960,hold,0,1.00,0,4295.02,4992.22,70324,0.9960
2025-06-17,2025-06-18,0.9910,hold,0,1.00,0,4295.02,4988.72,69667,0.9910
2025-06-18,2025-06-19,0.9990,hold,0,1.00,0,4295.02,4994.32,69538,0.9990
2025-06-19,2025-06-20,0.9990,hold,0,1.00,0,4295.02,4994.32,64467,0.9990
2025-06-20,2025-06-23,0.9920,sell,700,1.00,1,4989.21,4989.21,83014,0.9870
2025-06-23,2025-06-24,1.0030,hold,0,1.00,0,4989.21,4989.21,53929,1.0030
2025-06-24,2025-06-25,1.0200,buy,1200,1.00,1,3761.20,4988.83,52068,1.0230
2025-06-25,2025-06-26,1.0420,hold,0,1.00,0,3761.20,5011.60,70959,1.0420
2025-06-26,2025-06-27,1.0280,hold,0,1.00,0,3761.20,4994.80,136794,1.0280
2025-06-27,2025-06-30,1.0330,hold,0,1.00,0,3761.20,5000.80,65240,1.0330
2025-06-30,2025-07-01,1.0490,hold,0,1.00,0,3761.20,5020.00,73437,1.0490
2025-07-01,2025-07-02,1.0440,hold,0,1.00,0,3761.20,5014.00,54349,1.0440
2025-07-02,2025-07-03,1.0230,hold,0,1.00,0,3761.20,4988.80,56176,1.0230
2025-07-03,2025-07-04,1.0240,buy,900,1.00,1,2839.29,4989.74,109367,1.0240
2025-07-04,2025-07-07,1.0220,buy,600,1.00,1,2227.09,4981.14,65029,1.0200
2025-07-07,2025-07-08,1.0190,hold,0,1.00,0,2227.09,4978.39,66242,1.0190
2025-07-08,2025-07-09,1.0310,hold,0,1.00,0,2227.09,5010.79,75505,1.0310
2025-07-09,2025-07-10,1.0190,hold,0,1.00,0,2227.09,4978.39,123965,1.0190
2025-07-10,2025-07-11,1.0160,hold,0,1.00,0,2227.09,4970.29,88427,1.0160
2025-07-11,2025-07-14,1.0310,buy,500,1.00,1,1710.92,5013.42,67222,1.0320
2025-07-14,2025-07-15,1.0250,buy,400,1.00,1,1300.78,4990.87,73368,1.0250
2025-07-15,2025-07-16,1.0220,hold,0,1.00,0,1300.78,4979.98,74658,1.0220
2025-07-16,2025-07-17,1.0250,hold,0,1.00,0,1300.78,4990.78,77711,1.0250
2025-07-17,2025-07-18,1.0320,hold,0,1.00,0,1300.78,5015.98,46956,1.0320
2025-07-18,2025-07-21,1.0340,hold,0,1.00,0,1300.78,5023.18,144560,1.0340
2025-07-21,2025-07-22,1.0350,hold,0,1.00,0,1300.78,5026.78,79824,1.0350
2025-07-22,2025-07-23,1.0370,hold,0,1.00,0,1300.78,5033.98,49549,1.0370
2025-07-23,2025-07-24,1.0440,sell,2400,1.00,1,3803.20,5054.80,101224,1.0430
2025-07-24,2025-07-25,1.0600,sell,600,1.00,1,4438.97,5074.93,76778,1.0599
2025-07-25,2025-07-28,1.0820,sell,300,1.00,1,4763.75,5088.62,48339,1.0829
2025-07-28,2025-07-29,1.0810,sell,200,1.00,1,4978.88,5086.48,91308,1.0760
2025-07-29,2025-07-30,1.0970,close,100,1.00,1,5088.54,5088.54,80237,1.0929
2025-07-30,2025-07-31,1.0870,hold,0,1.00,0,5088.54,5088.54,55163,1.0870
2025-07-31,2025-08-01,1.0740,hold,0,1.00,0,5088.54,5088.54,45421,1.0740
2025-08-01,2025-08-04,1.0650,hold,0,1.00,0,5088.54,5088.54,53634,1.0650
2025-08-04,2025-08-05,1.0790,hold,0,1.00,0,5088.54,5088.54,77156,1.0790
2025-08-05,2025-08-06,1.0810,hold,0,1.00,0,5088.54,5088.54,60229,1.0810
2025-08-06,2025-08-07,1.0910,buy,1100,1.00,1,3885.77,5088.17,64031,1.0931
2025-08-07,2025-08-08,1.0970,hold,0,1.00,0,3885.77,5092.47,62461,1.0970
2025-08-08,2025-08-11,1.0760,buy,900,1.00,1,2917.00,5069.15,102382,1.0761
2025-08-11,2025-08-12,1.0840,hold,0,1.00,0,2917.00,5085.00,47178,1.0840
2025-08-12,2025-08-13,1.1130,hold,0,1.00,0,2917.00,5143.00,74755,1.1130
2025-08-13,2025-08-14,1.1240,hold,0,1.00,0,2917.00,5165.00,52552,1.1240
2025-08-14,2025-08-15,1.1310,hold,0,1.00,0,2917.00,5179.00,68227,1.1310
2025-08-15,2025-08-18,1.1540,buy,1200,1.00,1,1505.16,5268.92,54800,1.1762
2025-08-18,2025-08-19,1.1800,sell,1600,1.00,1,3384.29,5264.01,50213,1.1748
2025-08-19,2025-08-20,1.1630,hold,0,1.00,0,3384.29,5245.09,51009,1.1630
2025-08-20,2025-08-21,1.2080,hold,0,1.00,0,3384.29,5317.09,45472,1.2080
2025-08-21,2025-08-22,1.2010,hold,0,1.00,0,3384.29,5305.89,72019,1.2010
2025-08-22,2025-08-25,1.3110,hold,0,1.00,0,3384.29,5481.89,67688,1.3110
2025-08-25,2025-08-26,1.3300,hold,0,1.00,0,3384.29,5512.29,55880,1.3300
2025-08-26,2025-08-27,1.3150,hold,0,1.00,0,3384.29,5488.29,55177,1.3150
2025-08-27,2025-08-28,1.3210,hold,0,1.00,0,3384.29,5497.89,42338,1.3210
2025-08-28,2025-08-29,1.4160,sell,400,1.00,1,3937.97,5599.50,78292,1.3846
2025-08-29,2025-09-01,1.3800,hold,0,1.00,0,3937.97,5593.97,67347,1.3800
2025-09-01,2025-09-02,1.4030,hold,0,1.00,0,3937.97,5621.57,45823,1.4030
2025-09-02,2025-09-03,1.3550,sell,600,1.00,1,4746.31,5554.90,59193,1.3477
2025-09-03,2025-09-04,1.3320,hold,0,1.00,0,4746.31,5545.51,55794,1.3320
2025-09-04,2025-09-05,1.2340,hold,0,1.00,0,4746.31,5486.71,62199,1.2340
2025-09-05,2025-09-08,1.2770,buy,100,1.00,1,4618.54,5512.63,52696,1.2773
2025-09-08,2025-09-09,1.2770,hold,0,1.00,0,4618.54,5512.44,71778,1.2770
2025-09-09,2025-09-10,1.2470,hold,0,1.00,0,4618.54,5491.44,93255,1.2470
2025-09-10,2025-09-11,1.2640,buy,900,1.00,1,3483.05,5501.07,80685,1.2613
2025-09-11,2025-09-12,1.3410,hold,0,1.00,0,3483.05,5628.65,77958,1.3410
2025-09-12,2025-09-15,1.3660,sell,800,1.00,1,4612.77,5742.84,156993,1.4126
2025-09-15,2025-09-16,1.3740,sell,400,1.00,1,5162.45,5712.30,75159,1.3746
2025-09-16,2025-09-17,1.3870,sell,200,1.00,1,5438.89,5715.41,99609,1.3826
2025-09-17,2025-09-18,1.4080,close,200,1.00,1,5720.40,5720.40,90126,1.4226
2025-09-18,2025-09-19,1.4260,hold,0,1.00,0,5720.40,5720.40,99322,1.4260
2025-09-19,2025-09-22,1.4090,hold,0,1.00,0,5720.40,5720.40,67606,1.4090
2025-09-22,2025-09-23,1.4620,buy,900,1.00,1,4400.17,5719.99,70170,1.4665
2025-09-23,2025-09-24,1.4670,hold,0,1.00,0,4400.17,5720.47,59220,1.4670
2025-09-24,2025-09-25,1.5430,sell,500,1.00,1,5167.66,5781.85,178916,1.5355
2025-09-25,2025-09-26,1.5460,sell,200,1.00,1,5473.46,5779.36,82123,1.5295
2025-09-26,2025-09-29,1.5230,hold,0,1.00,0,5473.46,5778.06,48894,1.5230
2025-09-29,2025-09-30,1.5400,hold,0,1.00,0,5473.46,5781.46,59486,1.5400
2025-09-30,2025-10-09,1.5760,hold,0,1.00,0,5473.46,5788.66,55580,1.5760
2025-10-09,2025-10-10,1.6210,hold,0,1.00,0,5473.46,5797.66,38770,1.6210
2025-10-10,2025-10-13,1.5240,hold,0,1.00,0,5473.46,5778.26,51010,1.5240
2025-10-13,2025-10-14,1.5570,hold,0,1.00,0,5473.46,5784.86,84598,1.5570
2025-10-14,2025-10-15,1.4700,sell,200,1.00,1,5767.37,5767.37,67583,1.4675
2025-10-15,2025-10-16,1.4920,buy,900,1.00,1,4431.83,5766.96,109742,1.4835
2025-10-16,2025-10-17,1.4840,buy,700,1.00,1,3400.07,5757.63,72192,1.4735
2025-10-17,2025-10-20,1.4230,hold,0,1.00,0,3400.07,5676.87,83804,1.4230
2025-10-20,2025-10-21,1.4330,hold,0,1.00,0,3400.07,5692.87,83399,1.4330
2025-10-21,2025-10-22,1.4730,buy,500,1.00,1,2671.12,5731.78,82252,1.4575
2025-10-22,2025-10-23,1.4670,hold,0,1.00,0,2671.12,5751.82,118661,1.4670
2025-10-23,2025-10-24,1.4550,hold,0,1.00,0,2671.12,5726.62,127925,1.4550
2025-10-24,2025-10-27,1.5280,hold,0,1.00,0,2671.12,5879.92,73159,1.5280
2025-10-27,2025-10-28,1.5650,sell,1000,1.00,1,4217.09,5918.19,77597,1.5465
2025-10-28,2025-10-29,1.5510,sell,500,1.00,1,4988.58,5914.65,125799,1.5435
2025-10-29,2025-10-30,1.5550,hold,0,1.00,0,4988.58,5921.58,72778,1.5550
2025-10-30,2025-10-31,1.5200,hold,0,1.00,0,4988.58,5900.58,84008,1.5200
2025-10-31,2025-11-03,1.4650,sell,300,1.00,1,5421.81,5855.18,84005,1.4446
2025-11-03,2025-11-04,1.4520,buy,300,1.00,1,4985.04,5858.31,69984,1.4555
2025-11-04,2025-11-05,1.4360,hold,0,1.00,0,4985.04,5846.64,79810,1.4360
2025-11-05,2025-11-06,1.4240,hold,0,1.00,0,4985.04,5839.44,58298,1.4240
2025-11-06,2025-11-07,1.4800,hold,0,1.00,0,4985.04,5873.04,86052,1.4800
2025-11-07,2025-11-10,1.4610,hold,0,1.00,0,4985.04,5861.64,83338,1.4610
2025-11-10,2025-11-11,1.4530,close,600,1.00,1,5856.57,5856.57,48940,1.4585
2025-11-11,2025-11-12,1.4290,hold,0,1.00,0,5856.57,5856.57,61444,1.4290
2025-11-12,2025-11-13,1.4220,hold,0,1.00,0,5856.57,5856.57,54205,1.4220
2025-11-13,2025-11-14,1.4470,hold,0,1.00,0,5856.57,5856.57,73483,1.4470
2025-11-14,2025-11-17,1.4000,buy,600,1.00,1,5016.67,5856.31,67572,1.3994
2025-11-17,2025-11-18,1.3970,hold,0,1.00,0,5016.67,5854.87,78635,1.3970
2025-11-18,2025-11-19,1.4110,hold,0,1.00,0,5016.67,5863.27,65658,1.4110
2025-11-19,2025-11-20,1.3980,hold,0,1.00,0,5016.67,5855.47,89150,1.3980
2025-11-20,2025-11-21,1.3790,hold,0,1.00,0,5016.67,5844.07,110627,1.3790
2025-11-21,2025-11-24,1.3220,hold,0,1.00,0,5016.67,5809.87,55882,1.3220
