date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-09-10,2025-09-11,32.8900,hold,0,1.00,0,92667.17,102534.17,48682,32.8900
2025-09-11,2025-09-12,34.7200,hold,0,1.00,0,92667.17,103083.17,104079,34.7200
2025-09-12,2025-09-15,36.3200,hold,0,1.00,0,92667.17,103563.17,83599,36.3200
2025-09-15,2025-09-16,35.9600,hold,0,1.00,0,92667.17,103455.17,66275,35.9600
2025-09-16,2025-09-17,36.1500,hold,0,1.00,0,92667.17,103512.17,66638,36.1500
2025-09-17,2025-09-18,37.5700,hold,0,1.00,0,92667.17,103938.17,63847,37.5700
2025-09-18,2025-09-19,38.2800,buy,1200,1.00,1,46596.89,104166.89,56489,38.3800
2025-09-19,2025-09-22,38.6800,hold,0,1.00,0,46596.89,104616.89,82947,38.6800
2025-09-22,2025-09-23,41.9600,hold,0,1.00,0,46596.89,109536.89,69052,41.9600
2025-09-23,2025-09-24,46.1600,hold,0,1.00,0,46596.89,115836.89,101034,46.1600
2025-09-24,2025-09-25,50.7800,sell,700,1.00,1,82938.03,124504.42,71246,51.9580
2025-09-25,2025-09-26,52.1500,sell,400,1.00,1,103313.10,123704.69,138651,50.9790
2025-09-26,2025-09-29,52.1000,sell,200,1.00,1,113494.84,123684.84,98161,50.9500
2025-09-29,2025-09-30,51.2100,hold,0,1.00,0,113494.84,123736.84,67657,51.2100
2025-09-30,2025-10-09,54.9500,close,200,1.00,1,124476.45,124476.45,76079,51.8281
2025-10-09,2025-10-10,49.4600,hold,0,1.00,0,124476.45,124476.45,44644,49.4600
2025-10-10,2025-10-13,49.3900,hold,0,1.00,0,124476.45,124476.45,60736,49.3900
2025-10-13,2025-10-14,49.8000,hold,0,1.00,0,124476.45,124476.45,66522,49.8000
2025-10-14,2025-10-15,46.9400,hold,0,1.00,0,124476.45,124476.45,46149,46.9400
2025-10-15,2025-10-16,47.2300,hold,0,1.00,0,124476.45,124476.45,66024,47.2300
2025-10-16,2025-10-17,46.4900,hold,0,1.00,0,124476.45,124476.45,80305,46.4900
2025-10-17,2025-10-20,43.6100,hold,0,1.00,0,124476.45,124476.45,49675,43.6100
2025-10-20,2025-10-21,44.0300,buy,300,1.00,1,111091.82,124472.30,76851,44.6016
2025-10-21,2025-10-22,44.7000,hold,0,1.00,0,111091.82,124501.82,121097,44.7000
2025-10-22,2025-10-23,45.7700,hold,0,1.00,0,111091.82,124822.82,92090,45.7700
2025-10-23,2025-10-24,44.2900,hold,0,1.00,0,111091.82,124378.82,82321,44.2900
2025-10-24,2025-10-27,45.5500,hold,0,1.00,0,111091.82,124756.82,100355,45.5500
2025-10-27,2025-10-28,46.0400,hold,0,1.00,0,111091.82,124903.82,73928,46.0400
2025-10-28,2025-10-29,44.8900,close,300,1.00,1,124548.02,124548.02,130741,44.4555
2025-10-29,2025-10-30,44.7300,hold,0,1.00,0,124548.02,124548.02,69291,44.7300
2025-10-30,2025-10-31,44.6600,hold,0,1.00,0,124548.02,124548.02,68435,44.6600
2025-10-31,2025-11-03,44.5000,hold,0,1.00,0,124548.02,124548.02,75043,44.5000
2025-11-03,2025-11-04,41.9900,hold,0,1.00,0,124548.02,124548.02,55607,41.9900
2025-11-04,2025-11-05,41.0100,hold,0,1.00,0,124548.02,124548.02,65093,41.0100
2025-11-05,2025-11-06,40.5200,hold,0,1.00,0,124548.02,124548.02,52228,40.5200
2025-11-06,2025-11-07,41.1200,hold,0,1.00,0,124548.02,124548.02,42593,41.1200
2025-11-07,2025-11-10,40.3100,hold,0,1.00,0,124548.02,124548.02,43492,40.3100
2025-11-10,2025-11-11,39.6500,hold,0,1.00,0,124548.02,124548.02,42122,39.6500
2025-11-11,2025-11-12,39.0700,hold,0,1.00,0,124548.02,124548.02,35985,39.0700
2025-11-12,2025-11-13,38.2000,hold,0,1.00,0,124548.02,124548.02,58116,38.2000
2025-11-13,2025-11-14,38.9000,hold,0,1.00,0,124548.02,124548.02,32535,38.9000
2025-11-14,2025-11-17,38.7500,hold,0,1.00,0,124548.02,124548.02,45473,38.7500
2025-11-17,2025-11-18,39.0000,hold,0,1.00,0,124548.02,124548.02,46559,39.0000
2025-11-18,2025-11-19,39.7200,hold,0,1.00,0,124548.02,124548.02,44812,39.7200
2025-11-19,2025-11-20,40.0900,hold,0,1.00,0,124548.02,124548.02,106180,40.0900
2025-11-20,2025-11-21,38.6000,hold,0,1.00,0,124548.02,124548.02,39439,38.6000
